Name,IP,BON name,From,Until,GPS state,Latitude,Longitude
BW4035,172.25.66.65,BON-NL-7,02-03-2020 15:29:54,02-03-2020 15:29:54,FIX,53.008785717,6.5908483
BW4035,172.25.66.65,BON-NL-7,02-03-2020 15:34:54,02-03-2020 15:34:54,FIX,53.008806317,6.590903383
BW4035,172.25.66.65,BON-NL-7,02-03-2020 15:39:54,02-03-2020 15:39:54,FIX,53.008807717,6.590899767
BW4035,172.25.66.65,BON-NL-7,02-03-2020 15:44:54,02-03-2020 15:44:54,FIX,53.0088379,6.590870383
BW4035,172.25.66.65,BON-NL-7,02-03-2020 15:49:54,02-03-2020 15:49:54,FIX,53.008837583,6.59086645
BW4035,172.25.66.65,BON-NL-7,02-03-2020 15:54:54,02-03-2020 15:54:54,FIX,53.008834767,6.590866467
BW4035,172.25.66.65,BON-NL-7,02-03-2020 15:59:54,02-03-2020 15:59:54,FIX,53.008836783,6.5908658
BW4035,172.25.66.65,BON-NL-7,02-03-2020 16:04:54,02-03-2020 16:04:54,FIX,53.008810183,6.59085495
BW4035,172.25.66.65,BON-NL-7,02-03-2020 16:09:54,02-03-2020 16:09:54,FIX,53.00881535,6.590878367
BW4035,172.25.66.65,BON-NL-7,02-03-2020 16:14:54,02-03-2020 16:14:54,FIX,53.008817733,6.590876233
BW4035,172.25.66.65,BON-NL-7,02-03-2020 16:19:54,02-03-2020 16:19:54,FIX,53.0088176,6.59087465
BW4035,172.25.66.65,BON-NL-7,02-03-2020 16:24:54,02-03-2020 16:24:54,FIX,53.008801467,6.590894917
BW4035,172.25.66.65,BON-NL-7,02-03-2020 16:29:54,02-03-2020 16:29:54,FIX,53.008836417,6.590864767
BW4035,172.25.66.65,BON-NL-7,02-03-2020 16:34:54,02-03-2020 16:34:54,FIX,53.008813017,6.59090285
BW4035,172.25.66.65,BON-NL-7,02-03-2020 16:39:54,02-03-2020 16:39:54,FIX,53.008811567,6.5908987
BW4035,172.25.66.65,BON-NL-7,02-03-2020 16:44:54,02-03-2020 16:44:54,FIX,53.008810017,6.590897767
BW4035,172.25.66.65,BON-NL-7,02-03-2020 16:49:54,02-03-2020 16:49:54,FIX,53.008860567,6.59088715
BW4035,172.25.66.65,BON-NL-7,02-03-2020 16:54:54,02-03-2020 16:54:54,FIX,53.008856017,6.590881383
BW4035,172.25.66.65,BON-NL-7,02-03-2020 16:59:54,02-03-2020 16:59:54,FIX,53.008853383,6.590881433
BW4035,172.25.66.65,BON-NL-7,02-03-2020 17:04:54,02-03-2020 17:04:54,FIX,53.0088552,6.590832883
BW4035,172.25.66.65,BON-NL-7,02-03-2020 17:09:54,02-03-2020 17:09:54,FIX,53.0088518,6.5908417
BW4035,172.25.66.65,BON-NL-7,02-03-2020 17:14:54,02-03-2020 17:14:54,FIX,53.00885045,6.590845383
BW4035,172.25.66.65,BON-NL-7,02-03-2020 17:19:54,02-03-2020 17:19:54,FIX,53.008894067,6.590915467
BW4035,172.25.66.65,BON-NL-7,02-03-2020 17:24:54,02-03-2020 17:24:54,FIX,53.00886135,6.590880133
BW4035,172.25.66.65,BON-NL-7,02-03-2020 17:29:54,02-03-2020 17:29:54,FIX,53.008854267,6.590926267
BW4035,172.25.66.65,BON-NL-7,02-03-2020 17:34:54,02-03-2020 17:34:54,FIX,53.008848333,6.590918583
BW4035,172.25.66.65,BON-NL-7,02-03-2020 17:39:54,02-03-2020 17:39:54,FIX,53.008845483,6.590913567
BW4035,172.25.66.65,BON-NL-7,02-03-2020 17:44:54,02-03-2020 17:44:54,FIX,53.00884165,6.59090085
BW4035,172.25.66.65,BON-NL-7,02-03-2020 17:49:54,02-03-2020 17:49:54,FIX,53.008838,6.590895233
BW4035,172.25.66.65,BON-NL-7,02-03-2020 17:54:54,02-03-2020 17:54:54,FIX,53.008837417,6.590892067
BW4035,172.25.66.65,BON-NL-7,02-03-2020 17:59:54,02-03-2020 17:59:54,FIX,53.0088368,6.590891217
BW4035,172.25.66.65,BON-NL-7,02-03-2020 18:04:54,02-03-2020 18:04:54,FIX,53.008844967,6.5908815
BW4035,172.25.66.65,BON-NL-7,02-03-2020 18:09:54,02-03-2020 18:09:54,FIX,53.0088261,6.590945383
BW4035,172.25.66.65,BON-NL-7,02-03-2020 18:14:54,02-03-2020 18:14:54,FIX,53.00882855,6.590873383
BW4035,172.25.66.65,BON-NL-7,02-03-2020 18:19:54,02-03-2020 18:19:54,FIX,53.008816567,6.590863933
BW4035,172.25.66.65,BON-NL-7,02-03-2020 18:24:54,02-03-2020 18:24:54,FIX,53.008815217,6.590864317
BW4035,172.25.66.65,BON-NL-7,02-03-2020 18:29:54,02-03-2020 18:29:54,FIX,53.008811817,6.590865917
BW4035,172.25.66.65,BON-NL-7,02-03-2020 18:34:54,02-03-2020 18:34:54,FIX,53.008801033,6.590863383
BW4035,172.25.66.65,BON-NL-7,02-03-2020 18:39:54,02-03-2020 18:39:54,FIX,53.00879215,6.590877067
BW4035,172.25.66.65,BON-NL-7,02-03-2020 18:44:54,02-03-2020 18:44:54,FIX,53.0087982,6.590881933
BW4035,172.25.66.65,BON-NL-7,02-03-2020 18:49:54,02-03-2020 18:49:54,FIX,53.0087962,6.590898483
BW4035,172.25.66.65,BON-NL-7,02-03-2020 18:54:54,02-03-2020 18:54:54,FIX,53.008792783,6.590895483
BW4035,172.25.66.65,BON-NL-7,02-03-2020 18:59:54,02-03-2020 18:59:54,FIX,53.00878965,6.59088765
BW4035,172.25.66.65,BON-NL-7,02-03-2020 19:04:54,02-03-2020 19:04:54,FIX,53.0087947,6.590785983
BW4035,172.25.66.65,BON-NL-7,02-03-2020 19:09:54,02-03-2020 19:09:54,FIX,53.008781133,6.590829383
BW4035,172.25.66.65,BON-NL-7,02-03-2020 19:14:54,02-03-2020 19:14:54,FIX,53.008846467,6.590853883
BW4035,172.25.66.65,BON-NL-7,02-03-2020 19:19:54,02-03-2020 19:19:54,FIX,53.008840667,6.590855817
BW4035,172.25.66.65,BON-NL-7,02-03-2020 19:24:54,02-03-2020 19:24:54,FIX,53.00883785,6.590858617
BW4035,172.25.66.65,BON-NL-7,02-03-2020 19:29:54,02-03-2020 19:29:54,FIX,53.008836067,6.590860117
BW4035,172.25.66.65,BON-NL-7,02-03-2020 19:34:54,02-03-2020 19:34:54,FIX,53.008831417,6.590812633
BW4035,172.25.66.65,BON-NL-7,02-03-2020 19:39:54,02-03-2020 19:39:54,FIX,53.008831633,6.590817983
BW4035,172.25.66.65,BON-NL-7,02-03-2020 19:44:54,02-03-2020 19:44:54,FIX,53.008833667,6.59082075
BW4035,172.25.66.65,BON-NL-7,02-03-2020 19:49:54,02-03-2020 19:49:54,FIX,53.008833633,6.590824867
BW4035,172.25.66.65,BON-NL-7,02-03-2020 19:54:54,02-03-2020 19:54:54,FIX,53.008826417,6.5908624
