Name,IP,BON name,From,Until,GPS state,Latitude,Longitude
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 16:37:06,21-01-2020 16:37:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 16:42:06,21-01-2020 16:42:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 16:47:06,21-01-2020 16:47:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 16:52:06,21-01-2020 16:52:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 16:57:06,21-01-2020 16:57:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 17:02:06,21-01-2020 17:02:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 17:07:06,21-01-2020 17:07:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 17:12:06,21-01-2020 17:12:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 17:17:06,21-01-2020 17:17:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 17:22:06,21-01-2020 17:22:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 17:27:06,21-01-2020 17:27:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 17:32:06,21-01-2020 17:32:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 17:37:06,21-01-2020 17:37:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 17:42:06,21-01-2020 17:42:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 17:47:06,21-01-2020 17:47:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 17:52:06,21-01-2020 17:52:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 17:57:06,21-01-2020 17:57:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 18:02:06,21-01-2020 18:02:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 18:07:06,21-01-2020 18:07:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 18:12:06,21-01-2020 18:12:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 18:17:06,21-01-2020 18:17:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 18:22:06,21-01-2020 18:22:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 18:27:06,21-01-2020 18:27:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 18:32:06,21-01-2020 18:32:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 18:37:06,21-01-2020 18:37:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 18:42:06,21-01-2020 18:42:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 18:47:06,21-01-2020 18:47:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 18:52:06,21-01-2020 18:52:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 18:57:06,21-01-2020 18:57:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 19:02:06,21-01-2020 19:02:06,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 19:07:07,21-01-2020 19:07:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 19:12:07,21-01-2020 19:12:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 19:17:07,21-01-2020 19:17:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 19:22:07,21-01-2020 19:22:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 19:27:07,21-01-2020 19:27:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 19:32:07,21-01-2020 19:32:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 19:37:07,21-01-2020 19:37:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 19:42:07,21-01-2020 19:42:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 19:47:07,21-01-2020 19:47:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 19:52:07,21-01-2020 19:52:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 19:57:07,21-01-2020 19:57:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 20:02:07,21-01-2020 20:02:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 20:07:07,21-01-2020 20:07:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 20:12:07,21-01-2020 20:12:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 20:17:07,21-01-2020 20:17:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 20:22:07,21-01-2020 20:22:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 20:27:07,21-01-2020 20:27:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 20:32:07,21-01-2020 20:32:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 20:37:07,21-01-2020 20:37:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 20:42:07,21-01-2020 20:42:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 20:47:07,21-01-2020 20:47:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 20:52:07,21-01-2020 20:52:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 20:57:07,21-01-2020 20:57:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 21:02:07,21-01-2020 21:02:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 21:07:07,21-01-2020 21:07:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 21:12:07,21-01-2020 21:12:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 21:17:07,21-01-2020 21:17:07,NO_INFO,,
BW-3010,172.25.0.177,BON-NL-5,21-01-2020 21:22:07,21-01-2020 21:22:07,NO_INFO,,
