Name,IP,BON name,From,Until,GPS state,Latitude,Longitude
BW-3005,172.25.0.97,BON-NL-5,19-01-2020 21:56:03,19-01-2020 21:56:03,FIX,52.453680567,5.830997167
BW-3005,172.25.0.97,BON-NL-5,19-01-2020 22:01:03,19-01-2020 22:01:03,FIX,52.453681,5.830996933
BW-3005,172.25.0.97,BON-NL-5,19-01-2020 22:06:03,19-01-2020 22:06:03,FIX,52.453680983,5.8309971
BW-3005,172.25.0.97,BON-NL-5,19-01-2020 22:11:03,19-01-2020 22:11:03,FIX,52.4536818,5.830997267
BW-3005,172.25.0.97,BON-NL-5,19-01-2020 22:16:03,19-01-2020 22:16:03,FIX,52.453682033,5.8309973
BW-3005,172.25.0.97,BON-NL-5,19-01-2020 22:21:03,19-01-2020 22:21:03,FIX,52.453682083,5.83099635
BW-3005,172.25.0.97,BON-NL-5,19-01-2020 22:26:03,19-01-2020 22:26:03,FIX,52.4536822,5.830995583
BW-3005,172.25.0.97,BON-NL-5,19-01-2020 22:31:03,19-01-2020 22:31:03,FIX,52.453682267,5.830995467
BW-3005,172.25.0.97,BON-NL-5,19-01-2020 22:36:03,19-01-2020 22:36:03,FIX,52.453682317,5.830994517
BW-3005,172.25.0.97,BON-NL-5,19-01-2020 22:41:03,19-01-2020 22:41:03,FIX,52.453682867,5.8309947
BW-3005,172.25.0.97,BON-NL-5,19-01-2020 22:46:03,19-01-2020 22:46:03,FIX,52.453682933,5.830994367
BW-3005,172.25.0.97,BON-NL-5,19-01-2020 22:51:03,19-01-2020 22:51:03,FIX,52.453682983,5.830993867
BW-3005,172.25.0.97,BON-NL-5,19-01-2020 22:56:03,19-01-2020 22:56:03,FIX,52.453682983,5.830993433
BW-3005,172.25.0.97,BON-NL-5,19-01-2020 23:01:03,19-01-2020 23:01:03,FIX,52.45368265,5.830993117
BW-3005,172.25.0.97,BON-NL-5,19-01-2020 23:06:03,19-01-2020 23:06:03,FIX,52.453683133,5.830992683
BW-3005,172.25.0.97,BON-NL-5,19-01-2020 23:11:03,19-01-2020 23:11:03,FIX,52.45368405,5.83099235
BW-3005,172.25.0.97,BON-NL-5,19-01-2020 23:16:03,19-01-2020 23:16:03,FIX,52.453684017,5.83099205
BW-3005,172.25.0.97,BON-NL-5,19-01-2020 23:21:03,19-01-2020 23:21:03,FIX,52.453685583,5.830989783
BW-3005,172.25.0.97,BON-NL-5,19-01-2020 23:26:03,19-01-2020 23:26:03,FIX,52.4536853,5.830989267
BW-3005,172.25.0.97,BON-NL-5,19-01-2020 23:31:03,19-01-2020 23:31:03,FIX,52.453685633,5.830988683
