Name,IP,BON name,From,Until,GPS state,Latitude,Longitude
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 16:40:55,21-01-2020 16:40:55,FIX,51.654875,4.850749383
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 16:45:54,21-01-2020 16:45:54,FIX,51.65487505,4.850749367
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 16:50:55,21-01-2020 16:50:55,FIX,51.6548749,4.8507491
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 16:55:55,21-01-2020 16:55:55,FIX,51.654874683,4.850749233
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 17:00:55,21-01-2020 17:00:55,FIX,51.654874717,4.850749033
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 17:05:55,21-01-2020 17:05:55,FIX,51.6548749,4.850749217
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 17:10:55,21-01-2020 17:10:55,FIX,51.654874717,4.85074905
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 17:15:55,21-01-2020 17:15:55,FIX,51.654874333,4.8507486
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 17:20:55,21-01-2020 17:20:55,FIX,51.65487375,4.850748133
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 17:25:55,21-01-2020 17:25:55,FIX,51.65487305,4.850748117
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 17:30:55,21-01-2020 17:30:55,FIX,51.654870283,4.850724433
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 17:35:55,21-01-2020 17:35:55,FIX,51.654869167,4.850726533
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 17:40:55,21-01-2020 17:40:55,FIX,51.654867867,4.850730517
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 17:45:55,21-01-2020 17:45:55,FIX,51.654866517,4.850731117
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 17:50:55,21-01-2020 17:50:55,FIX,51.65486435,4.850731283
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 17:55:55,21-01-2020 17:55:55,FIX,51.6548627,4.850730883
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 18:00:55,21-01-2020 18:00:55,FIX,51.65486195,4.850732033
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 18:05:55,21-01-2020 18:05:55,FIX,51.654861783,4.850732117
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 18:10:55,21-01-2020 18:10:55,FIX,51.65486195,4.850731867
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 18:15:55,21-01-2020 18:15:55,FIX,51.654861583,4.850732267
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 18:20:55,21-01-2020 18:20:55,FIX,51.654865267,4.850741767
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 18:25:55,21-01-2020 18:25:55,FIX,51.654853533,4.85071265
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 18:30:55,21-01-2020 18:30:55,FIX,51.654853183,4.850715967
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 18:35:55,21-01-2020 18:35:55,FIX,51.65485465,4.850719533
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 18:40:55,21-01-2020 18:40:55,FIX,51.65485375,4.850722383
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 18:45:55,21-01-2020 18:45:55,FIX,51.654854433,4.850723417
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 18:50:55,21-01-2020 18:50:55,FIX,51.654855333,4.850725733
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 18:55:55,21-01-2020 18:55:55,FIX,51.6548561,4.850727067
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 19:00:55,21-01-2020 19:00:55,FIX,51.654855983,4.850728283
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 19:05:55,21-01-2020 19:05:55,FIX,51.65485705,4.850728383
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 19:10:55,21-01-2020 19:10:55,FIX,51.6548582,4.850728867
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 19:15:55,21-01-2020 19:15:55,FIX,51.654858467,4.850729883
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 19:20:55,21-01-2020 19:20:55,FIX,51.654858533,4.85073025
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 19:25:55,21-01-2020 19:25:55,FIX,51.654858733,4.850730667
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 19:30:55,21-01-2020 19:30:55,FIX,51.65485915,4.850731333
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 19:35:55,21-01-2020 19:35:55,FIX,51.654859567,4.850731733
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 19:40:55,21-01-2020 19:40:55,FIX,51.654859683,4.85073235
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 19:45:56,21-01-2020 19:45:56,FIX,51.654860317,4.85073275
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 19:50:56,21-01-2020 19:50:56,FIX,51.654860967,4.850733317
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 19:55:56,21-01-2020 19:55:56,FIX,51.654861783,4.850734017
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 20:00:56,21-01-2020 20:00:56,FIX,51.65486205,4.85073465
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 20:05:56,21-01-2020 20:05:56,FIX,51.6548626,4.850734683
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 20:10:56,21-01-2020 20:10:56,FIX,51.6548628,4.850734933
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 20:15:56,21-01-2020 20:15:56,FIX,51.654863,4.850734833
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 20:20:56,21-01-2020 20:20:56,FIX,51.654862867,4.85073465
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 20:25:56,21-01-2020 20:25:56,FIX,51.654863117,4.850734833
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 20:30:56,21-01-2020 20:30:56,FIX,51.6548636,4.850734467
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 20:35:56,21-01-2020 20:35:56,FIX,51.654864317,4.8507339
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 20:40:56,21-01-2020 20:40:56,FIX,51.654864583,4.85073375
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 20:45:56,21-01-2020 20:45:56,FIX,51.654864667,4.850733883
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 20:50:56,21-01-2020 20:50:56,FIX,51.6548647,4.850733583
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 20:55:56,21-01-2020 20:55:56,FIX,51.654865017,4.850739233
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 21:00:56,21-01-2020 21:00:56,FIX,51.6548875,4.850736633
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 21:05:56,21-01-2020 21:05:56,FIX,51.654881433,4.850735367
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 21:10:56,21-01-2020 21:10:56,FIX,51.654880167,4.85073465
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 21:15:56,21-01-2020 21:15:56,FIX,51.654878,4.850736783
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 21:20:56,21-01-2020 21:20:56,FIX,51.654877717,4.85073585
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 21:25:56,21-01-2020 21:25:56,FIX,51.6548769,4.85073445
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 21:30:56,21-01-2020 21:30:56,FIX,51.654876517,4.850735367
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 21:35:56,21-01-2020 21:35:56,FIX,51.654875617,4.85073665
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 21:40:56,21-01-2020 21:40:56,FIX,51.654875133,4.850736617
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 21:45:56,21-01-2020 21:45:56,FIX,51.654874733,4.8507362
BW-3003,172.25.0.65,BON-NL-5,21-01-2020 21:50:56,21-01-2020 21:50:56,FIX,51.654873767,4.850736133
