Name,IP,BON name,From,Until,GPS state,Latitude,Longitude
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 22:12:15,23-12-2019 22:12:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 22:17:15,23-12-2019 22:17:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 22:22:15,23-12-2019 22:22:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 22:27:15,23-12-2019 22:27:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 22:32:15,23-12-2019 22:32:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 22:37:15,23-12-2019 22:37:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 22:42:15,23-12-2019 22:42:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 22:47:15,23-12-2019 22:47:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 22:52:15,23-12-2019 22:52:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 22:57:15,23-12-2019 22:57:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 23:02:15,23-12-2019 23:02:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 23:07:15,23-12-2019 23:07:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 23:12:15,23-12-2019 23:12:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 23:17:15,23-12-2019 23:17:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 23:22:15,23-12-2019 23:22:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 23:27:15,23-12-2019 23:27:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 23:32:15,23-12-2019 23:32:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 23:37:15,23-12-2019 23:37:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 23:42:15,23-12-2019 23:42:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 23:47:15,23-12-2019 23:47:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 23:52:15,23-12-2019 23:52:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,23-12-2019 23:57:15,23-12-2019 23:57:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 00:02:15,24-12-2019 00:02:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 00:07:15,24-12-2019 00:07:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 00:12:15,24-12-2019 00:12:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 00:17:15,24-12-2019 00:17:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 00:22:15,24-12-2019 00:22:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 00:27:15,24-12-2019 00:27:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 00:32:15,24-12-2019 00:32:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 00:37:15,24-12-2019 00:37:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 00:42:15,24-12-2019 00:42:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 00:47:16,24-12-2019 00:47:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 00:52:15,24-12-2019 00:52:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 00:57:15,24-12-2019 00:57:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 01:02:16,24-12-2019 01:02:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 01:07:15,24-12-2019 01:07:15,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 01:12:16,24-12-2019 01:12:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 01:17:16,24-12-2019 01:17:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 01:22:16,24-12-2019 01:22:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 01:27:16,24-12-2019 01:27:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 01:32:16,24-12-2019 01:32:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 01:37:16,24-12-2019 01:37:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 01:42:16,24-12-2019 01:42:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 01:47:16,24-12-2019 01:47:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 01:52:16,24-12-2019 01:52:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 01:57:16,24-12-2019 01:57:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 02:02:16,24-12-2019 02:02:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 02:07:16,24-12-2019 02:07:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 02:12:16,24-12-2019 02:12:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 02:17:16,24-12-2019 02:17:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 02:22:16,24-12-2019 02:22:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 02:27:16,24-12-2019 02:27:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 02:32:16,24-12-2019 02:32:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 02:37:16,24-12-2019 02:37:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 02:42:16,24-12-2019 02:42:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 02:47:16,24-12-2019 02:47:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 02:52:16,24-12-2019 02:52:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 02:57:16,24-12-2019 02:57:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 03:02:16,24-12-2019 03:02:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 03:07:16,24-12-2019 03:07:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 03:12:16,24-12-2019 03:12:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 03:17:16,24-12-2019 03:17:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 03:22:16,24-12-2019 03:22:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 03:27:16,24-12-2019 03:27:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 03:32:16,24-12-2019 03:32:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 03:37:16,24-12-2019 03:37:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 03:42:16,24-12-2019 03:42:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 03:47:16,24-12-2019 03:47:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 03:52:16,24-12-2019 03:52:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 03:57:16,24-12-2019 03:57:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 04:02:16,24-12-2019 04:02:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 04:07:16,24-12-2019 04:07:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 04:12:16,24-12-2019 04:12:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 04:17:16,24-12-2019 04:17:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 04:22:16,24-12-2019 04:22:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 04:27:16,24-12-2019 04:27:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 04:32:16,24-12-2019 04:32:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 04:37:16,24-12-2019 04:37:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 04:42:16,24-12-2019 04:42:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 04:47:16,24-12-2019 04:47:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 04:52:16,24-12-2019 04:52:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 04:57:16,24-12-2019 04:57:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 05:02:16,24-12-2019 05:02:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 05:07:16,24-12-2019 05:07:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 05:12:16,24-12-2019 05:12:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 05:17:16,24-12-2019 05:17:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 05:22:16,24-12-2019 05:22:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 05:27:16,24-12-2019 05:27:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 05:32:16,24-12-2019 05:32:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 05:37:16,24-12-2019 05:37:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 05:42:16,24-12-2019 05:42:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 05:47:16,24-12-2019 05:47:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 05:52:16,24-12-2019 05:52:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 05:57:16,24-12-2019 05:57:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 06:02:16,24-12-2019 06:02:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 06:07:16,24-12-2019 06:07:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 06:12:16,24-12-2019 06:12:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 06:17:16,24-12-2019 06:17:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 06:22:16,24-12-2019 06:22:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 06:27:16,24-12-2019 06:27:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 06:32:16,24-12-2019 06:32:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 06:37:17,24-12-2019 06:37:17,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 06:42:16,24-12-2019 06:42:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 06:47:16,24-12-2019 06:47:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 06:52:17,24-12-2019 06:52:17,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 06:57:17,24-12-2019 06:57:17,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 07:02:16,24-12-2019 07:02:16,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 07:07:17,24-12-2019 07:07:17,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 07:12:17,24-12-2019 07:12:17,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 07:17:17,24-12-2019 07:17:17,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 07:22:17,24-12-2019 07:22:17,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 07:27:17,24-12-2019 07:27:17,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 07:32:17,24-12-2019 07:32:17,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 07:37:17,24-12-2019 07:37:17,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 07:42:17,24-12-2019 07:42:17,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 07:47:17,24-12-2019 07:47:17,NO_INFO,,
BW-3008,172.25.0.145,BON-NL-5,24-12-2019 07:52:17,24-12-2019 07:52:17,NO_INFO,,
