Name,IP,BON name,From,Until,GPS state,Latitude,Longitude
BW-3001,172.25.0.33,BON-NL-5,21-01-2020 16:16:20,21-01-2020 16:16:20,FIX,50.81822615,5.7139988
BW-3001,172.25.0.33,BON-NL-5,21-01-2020 16:21:20,21-01-2020 16:21:20,FIX,50.818226083,5.71399875
BW-3001,172.25.0.33,BON-NL-5,21-01-2020 16:26:20,21-01-2020 16:26:20,FIX,50.818226583,5.713998533
BW-3001,172.25.0.33,BON-NL-5,21-01-2020 16:31:20,21-01-2020 16:31:20,FIX,50.818226667,5.713998583
BW-3001,172.25.0.33,BON-NL-5,21-01-2020 16:36:20,21-01-2020 16:36:20,FIX,50.818226783,5.713998517
BW-3001,172.25.0.33,BON-NL-5,21-01-2020 16:41:20,21-01-2020 16:41:20,FIX,50.8182273,5.71399885
BW-3001,172.25.0.33,BON-NL-5,21-01-2020 16:46:20,21-01-2020 16:46:20,FIX,50.818227333,5.713998683
BW-3001,172.25.0.33,BON-NL-5,21-01-2020 16:51:20,21-01-2020 16:51:20,FIX,50.81822745,5.71399905
BW-3001,172.25.0.33,BON-NL-5,21-01-2020 16:56:20,21-01-2020 16:56:20,FIX,50.818227567,5.713999083
BW-3001,172.25.0.33,BON-NL-5,21-01-2020 17:01:20,21-01-2020 17:01:20,FIX,50.818227717,5.713999367
BW-3001,172.25.0.33,BON-NL-5,21-01-2020 17:06:20,21-01-2020 17:06:20,FIX,50.818228167,5.713999367
BW-3001,172.25.0.33,BON-NL-5,21-01-2020 17:11:20,21-01-2020 17:11:20,FIX,50.81822855,5.713999567
BW-3001,172.25.0.33,BON-NL-5,21-01-2020 17:16:20,21-01-2020 17:16:20,FIX,50.818228517,5.713999667
BW-3001,172.25.0.33,BON-NL-5,21-01-2020 17:21:20,21-01-2020 17:21:20,FIX,50.818228233,5.713999983
BW-3001,172.25.0.33,BON-NL-5,21-01-2020 17:26:20,21-01-2020 17:26:20,FIX,50.8182279,5.714000467
