Name,IP,BON name,From,Until,GPS state,Latitude,Longitude
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 16:35:54,21-01-2020 16:35:54,FIX,52.387364017,6.608045
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 16:40:54,21-01-2020 16:40:54,FIX,52.387364233,6.608045733
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 16:45:54,21-01-2020 16:45:54,FIX,52.387364683,6.608046833
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 16:50:54,21-01-2020 16:50:54,FIX,52.38736485,6.608046967
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 16:55:55,21-01-2020 16:55:55,FIX,52.387364917,6.6080473
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 17:00:54,21-01-2020 17:00:54,FIX,52.387364667,6.608047817
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 17:05:55,21-01-2020 17:05:55,FIX,52.387364933,6.6080479
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 17:10:55,21-01-2020 17:10:55,FIX,52.3873646,6.60804835
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 17:15:54,21-01-2020 17:15:54,FIX,52.387364367,6.60804855
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 17:20:55,21-01-2020 17:20:55,FIX,52.387371783,6.608044833
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 17:25:55,21-01-2020 17:25:55,FIX,52.387378583,6.608045117
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 17:30:55,21-01-2020 17:30:55,FIX,52.3873749,6.60804745
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 17:35:55,21-01-2020 17:35:55,FIX,52.387377767,6.608050767
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 17:40:55,21-01-2020 17:40:55,FIX,52.387368067,6.608058567
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 17:45:55,21-01-2020 17:45:55,FIX,52.387366483,6.608058867
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 17:50:55,21-01-2020 17:50:55,FIX,52.387365317,6.6080586
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 17:55:55,21-01-2020 17:55:55,FIX,52.38736485,6.608058667
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 18:00:55,21-01-2020 18:00:55,FIX,52.387362383,6.608058383
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 18:05:55,21-01-2020 18:05:55,FIX,52.38736085,6.608057667
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 18:10:55,21-01-2020 18:10:55,FIX,52.3873611,6.608057633
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 18:15:55,21-01-2020 18:15:55,FIX,52.387351567,6.608040083
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 18:20:55,21-01-2020 18:20:55,FIX,52.387353683,6.608042317
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 18:25:55,21-01-2020 18:25:55,FIX,52.387328517,6.60803335
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 18:30:55,21-01-2020 18:30:55,FIX,52.3873271,6.608040567
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 18:35:55,21-01-2020 18:35:55,FIX,52.387329333,6.608042
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 18:40:55,21-01-2020 18:40:55,FIX,52.387331433,6.60804205
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 18:45:55,21-01-2020 18:45:55,FIX,52.387332933,6.608042633
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 18:50:55,21-01-2020 18:50:55,FIX,52.3873344,6.60804265
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 18:55:55,21-01-2020 18:55:55,FIX,52.38733525,6.60804235
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 19:00:55,21-01-2020 19:00:55,FIX,52.387336233,6.608042767
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 19:05:55,21-01-2020 19:05:55,FIX,52.387337533,6.608043133
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 19:10:55,21-01-2020 19:10:55,FIX,52.387338267,6.60804345
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 19:15:55,21-01-2020 19:15:55,FIX,52.387338883,6.608043533
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 19:20:55,21-01-2020 19:20:55,FIX,52.387339283,6.6080438
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 19:25:55,21-01-2020 19:25:55,FIX,52.38734015,6.608044183
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 19:30:55,21-01-2020 19:30:55,FIX,52.387341,6.6080447
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 19:35:55,21-01-2020 19:35:55,FIX,52.3873553,6.60804645
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 19:40:55,21-01-2020 19:40:55,FIX,52.38735895,6.608048533
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 19:45:55,21-01-2020 19:45:55,FIX,52.387387983,6.608074283
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 19:50:55,21-01-2020 19:50:55,FIX,52.387383067,6.6080731
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 19:55:55,21-01-2020 19:55:55,FIX,52.387394217,6.60807875
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 20:00:55,21-01-2020 20:00:55,FIX,52.387393,6.608075583
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 20:05:55,21-01-2020 20:05:55,FIX,52.387394367,6.608073833
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 20:10:55,21-01-2020 20:10:55,FIX,52.387393083,6.608071717
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 20:15:55,21-01-2020 20:15:55,FIX,52.38739275,6.608071783
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 20:20:55,21-01-2020 20:20:55,FIX,52.3873924,6.608068467
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 20:25:55,21-01-2020 20:25:55,FIX,52.387391083,6.6080672
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 20:30:55,21-01-2020 20:30:55,FIX,52.387389717,6.608067267
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 20:35:55,21-01-2020 20:35:55,FIX,52.387387517,6.608066867
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 20:40:55,21-01-2020 20:40:55,FIX,52.387385133,6.608065233
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 20:45:55,21-01-2020 20:45:55,FIX,52.387384233,6.608064233
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 20:50:55,21-01-2020 20:50:55,FIX,52.387381933,6.608063833
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 20:55:55,21-01-2020 20:55:55,FIX,52.387379333,6.608063417
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 21:00:55,21-01-2020 21:00:55,FIX,52.387357133,6.60803135
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 21:05:55,21-01-2020 21:05:55,FIX,52.387357833,6.608032283
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 21:10:55,21-01-2020 21:10:55,FIX,52.387358917,6.608032533
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 21:15:55,21-01-2020 21:15:55,FIX,52.387359167,6.60803305
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 21:20:55,21-01-2020 21:20:55,FIX,52.387359717,6.608034
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 21:25:55,21-01-2020 21:25:55,FIX,52.38735955,6.6080354
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 21:30:55,21-01-2020 21:30:55,FIX,52.387359133,6.6080357
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 21:35:55,21-01-2020 21:35:55,FIX,52.3873591,6.60803735
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 21:40:55,21-01-2020 21:40:55,FIX,52.38735905,6.608037567
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 21:45:55,21-01-2020 21:45:55,FIX,52.38735915,6.608038067
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 21:50:55,21-01-2020 21:50:55,FIX,52.38735875,6.608038767
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 21:55:55,21-01-2020 21:55:55,FIX,52.387357917,6.608038767
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 22:00:55,21-01-2020 22:00:55,FIX,52.38735765,6.6080404
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 22:05:55,21-01-2020 22:05:55,FIX,52.38733925,6.6080189
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 22:10:55,21-01-2020 22:10:55,FIX,52.387339533,6.608020967
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 22:15:55,21-01-2020 22:15:55,FIX,52.387343183,6.608024917
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 22:20:55,21-01-2020 22:20:55,FIX,52.387345583,6.608027933
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 22:25:55,21-01-2020 22:25:55,FIX,52.387346833,6.608029833
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 22:30:55,21-01-2020 22:30:55,FIX,52.387348767,6.6080322
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 22:35:55,21-01-2020 22:35:55,FIX,52.387349633,6.608033133
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 22:40:55,21-01-2020 22:40:55,FIX,52.38735635,6.6080366
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 22:45:55,21-01-2020 22:45:55,FIX,52.387360267,6.608036767
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 22:50:55,21-01-2020 22:50:55,FIX,52.387390783,6.608029417
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 22:55:55,21-01-2020 22:55:55,FIX,52.387393433,6.608029683
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 23:00:55,21-01-2020 23:00:55,FIX,52.387392233,6.608028833
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 23:05:55,21-01-2020 23:05:55,FIX,52.387393417,6.608030933
BW-3004,172.25.0.81,BON-NL-5,21-01-2020 23:10:55,21-01-2020 23:10:55,FIX,52.387393533,6.608031183
